Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.3612,Sun Sep 16 06:05:04 +0000 2018,0.106,0.894,0.0,The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/xQjER5R5rR,47,@CNN
0.1513,Sun Sep 16 06:01:07 +0000 2018,0.112,0.748,0.14,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/tiZL5d685K",48,@CNN
-0.3818,Sun Sep 16 05:56:07 +0000 2018,0.126,0.874,0.0,Cell phone users may receive a text from President Donald Trump next Thursday as the Federal Emergency Management A… https://t.co/6SkITswtcT,49,@CNN
-0.2183,Sun Sep 16 05:50:03 +0000 2018,0.111,0.889,0.0,"The deadly Tropical Storm Florence is so ferocious, it's uprooting everything, even tightly-bolted historic statues… https://t.co/avGNzOwQVt",50,@CNN
-0.0516,Sun Sep 16 05:44:48 +0000 2018,0.15,0.708,0.142,This dramatic video shows rescuers preparing to save a man trapped in floodwaters in the Philippines. Typhoon Mangk… https://t.co/MuqJRBQJRs,51,@CNN
-0.1779,Sun Sep 16 05:33:06 +0000 2018,0.155,0.773,0.072,"As a large-scale military campaign in Syria's last rebel stronghold looms, Syrians on both sides of the divide are… https://t.co/i5kZrAohQg",52,@CNN
0.0,Sun Sep 16 05:24:05 +0000 2018,0.0,1.0,0.0,What's actually the difference between a typhoon and a hurricane? @CNNweather explains: https://t.co/FfNklKfoIQ https://t.co/eiyHqFhiZa,53,@CNN
0.0,Sun Sep 16 05:15:03 +0000 2018,0.0,1.0,0.0,"""My husband kept hearing people yelling for help."" He tried to go outside to find them, but even at 6-foot-2, the w… https://t.co/o3b65s4URB",54,@CNN
0.0,Sun Sep 16 05:07:04 +0000 2018,0.0,1.0,0.0,Utility companies estimate that 1 million to 2.5 million customers could be without power before the end of Florenc… https://t.co/W7B4Ol6tnd,55,@CNN
0.2263,Sun Sep 16 05:04:00 +0000 2018,0.099,0.762,0.139,This 9-year-old Australian girl refused to stand during the country's national anthem out of respect for the nation… https://t.co/aIj5Q04Ib0,56,@CNN
0.0,Sun Sep 16 04:01:00 +0000 2018,0.0,1.0,0.0,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/Tf4Vpmxb37",57,@CNN
0.4019,Sun Sep 16 03:01:07 +0000 2018,0.0,0.803,0.197,Here's how to help people impacted by Florence | via @CNNImpact https://t.co/9PXqtHJyi9 https://t.co/BwJIQGnJuI,58,@CNN
0.296,Sun Sep 16 02:39:45 +0000 2018,0.0,0.885,0.115,Hong Kong has raised its storm alert to the highest level as deadly Typhoon Mangkhut approaches China https://t.co/pg9B0m3Jmp,59,@CNN
-0.7906,Sun Sep 16 02:30:11 +0000 2018,0.269,0.731,0.0,"Ariana Grande has broken her silence about the death of rapper Mac Miller, her former boyfriend and someone she cal… https://t.co/FCdfr79yGw",60,@CNN
0.1513,Sun Sep 16 02:00:11 +0000 2018,0.112,0.748,0.14,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/UslklpzHX4",61,@CNN
-0.4215,Sun Sep 16 01:30:13 +0000 2018,0.157,0.843,0.0,"Despite guilty plea, Paul Manafort still holds the Trump card | By Paul Callan via @CNNOpinion… https://t.co/JVxJtnqWjl",62,@CNN
-0.2263,Sun Sep 16 01:00:15 +0000 2018,0.095,0.905,0.0,One of China's most famous actresses has disappeared without a trace amid an uproar over tax evasion by celebrities https://t.co/TScCtaUS5y,63,@CNN
0.0,Sun Sep 16 00:30:34 +0000 2018,0.0,1.0,0.0,Meet the iPhone XS and the iPhone XS Max https://t.co/TSWSiknrY4 https://t.co/uXGlBjCDUA,64,@CNN
0.3612,Sun Sep 16 00:24:35 +0000 2018,0.0,0.898,0.102,"""This is a roof that flew off of another business about 60 yards away or so... It is like a conveyer belt of water… https://t.co/RoYuCkrAdZ",65,@CNN
0.0,Sun Sep 16 00:16:38 +0000 2018,0.0,1.0,0.0,"""It's a third night of steady downpour... More than 30 people had to be rescued,"" @edlavaCNN reports from Jacksonvi… https://t.co/B9oQ9KsaW1",66,@CNN
0.0,Sun Sep 16 00:05:44 +0000 2018,0.0,1.0,0.0,Scientists believe they have discovered three new species in the depths of the Pacific Ocean https://t.co/GcAQVaHyZs https://t.co/djX13xbCdB,67,@CNN
0.0,Sat Sep 15 23:44:16 +0000 2018,0.0,1.0,0.0,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/92P4Y9aiIE,68,@CNN
-0.3612,Sat Sep 15 23:18:02 +0000 2018,0.106,0.894,0.0,The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/2VQRISlApA,69,@CNN
-0.6486,Sat Sep 15 23:01:07 +0000 2018,0.185,0.815,0.0,Tropical Storm Florence left multiple people dead and is pummeling the Carolinas with heavy rain and storm surges p… https://t.co/OEGdGQPuR5,70,@CNN
0.0,Sat Sep 15 22:27:48 +0000 2018,0.0,1.0,0.0,"""A lot of people have had to be pulled out of here,"" says CNN's Brian Todd, standing in a flooded apartment complex… https://t.co/Ry3PewKSsn",71,@CNN
-0.4939,Sat Sep 15 21:55:43 +0000 2018,0.157,0.787,0.056,"Tropical Storm Florence's relentless rain is flooding parts of the Carolinas, and officials say the danger of extre… https://t.co/eGqCPalaao",72,@CNN
0.1027,Sat Sep 15 21:50:32 +0000 2018,0.155,0.672,0.172,IRS has granted tax extensions to Hurricane Florence victims. They'll have more time to file and pay certain taxes… https://t.co/tvYBSWl5oD,73,@CNN
-0.6705,Sat Sep 15 21:29:57 +0000 2018,0.176,0.824,0.0,JUST IN: A US Border Patrol agent was taken into custody in Texas in connection with the killings of four people an… https://t.co/mFvvys259o,74,@CNN
0.0,Sat Sep 15 21:24:17 +0000 2018,0.0,1.0,0.0,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/8dml5bmQip",75,@CNN
0.0,Sat Sep 15 21:00:04 +0000 2018,0.0,1.0,0.0,Former Vice President Joe Biden will headline a major LGBTQ dinner tonight as he considers a 2020 run… https://t.co/Zk89jqt7Op,76,@CNN
-0.3818,Sat Sep 15 20:41:02 +0000 2018,0.126,0.874,0.0,Cell phone users may receive a text from President Donald Trump next Thursday as the Federal Emergency Management A… https://t.co/uausfzlfUd,77,@CNN
0.0,Sat Sep 15 20:23:03 +0000 2018,0.0,1.0,0.0,"Why on Earth would a company offer insurance for space travel?
https://t.co/Oo6LqTPSdE https://t.co/6thcLwTcok",78,@CNN
-0.3818,Sat Sep 15 20:01:24 +0000 2018,0.12,0.88,0.0,The boxer Floyd Mayweather said a rematch of his famed 2015 fight with Manny Pacquiao will take place this year… https://t.co/R0c0FhR83O,79,@CNN
-0.6597,Sat Sep 15 19:30:10 +0000 2018,0.295,0.581,0.124,"The death and destruction wrought by Tropical Storm Florence has been punctuated with stories of bravery, generosit… https://t.co/j0MGbRqecg",80,@CNN
0.0,Sat Sep 15 19:14:04 +0000 2018,0.0,1.0,0.0,These are the staggering numbers behind Florence's wrath https://t.co/mVw5p8rd6D https://t.co/ChDmtgzWAh,81,@CNN
0.4215,Sat Sep 15 19:02:06 +0000 2018,0.0,0.781,0.219,"Paul Manafort might be helpful to the Russia investigation
https://t.co/PVLywLk95n https://t.co/9QTIEejs9Q",82,@CNN
-0.3612,Sat Sep 15 18:49:13 +0000 2018,0.106,0.894,0.0,The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/RiHEFjfvQS,83,@CNN
0.0,Sat Sep 15 18:31:43 +0000 2018,0.0,1.0,0.0,"""A lot of people have had to be pulled out of here,"" says CNN's Brian Todd, standing in a flooded apartment complex… https://t.co/YZOotkOhZX",84,@CNN
-0.1027,Sat Sep 15 18:20:12 +0000 2018,0.08,0.92,0.0,"Typhoon Mangkhut slammed into the northern Philippines, bringing ferocious gale-force winds up to 200 mph, destroyi… https://t.co/u7Jn5V0CYq",85,@CNN
0.0,Sat Sep 15 18:07:17 +0000 2018,0.0,1.0,0.0,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/KTEy9ks4lo,86,@CNN
0.0,Sat Sep 15 17:55:07 +0000 2018,0.0,1.0,0.0,"The blue bird from the ""Rio"" movie is now extinct in the wild https://t.co/Vxv6zi6gGh https://t.co/cD9nxnmE5Q",87,@CNN
0.0,Sat Sep 15 17:40:26 +0000 2018,0.0,1.0,0.0,Watch a train run through Thailand's incredible Folding Umbrella Market https://t.co/wRdl4qhDXR https://t.co/lVGt5BhLen,88,@CNN
-0.1779,Sat Sep 15 17:26:04 +0000 2018,0.155,0.773,0.072,"As a large-scale military campaign in Syria's last rebel stronghold looms, Syrians on both sides of the divide are… https://t.co/zxCVceb6sP",89,@CNN
0.0,Sat Sep 15 17:13:19 +0000 2018,0.0,1.0,0.0,Scientists believe they have discovered three new species in the depths of the Pacific Ocean https://t.co/K7qnycyMtJ https://t.co/TUq4l4QEJS,90,@CNN
-0.4588,Sat Sep 15 16:54:24 +0000 2018,0.136,0.864,0.0,"A news station in New Bern, North Carolina, was forced to evacuate while on air due to flooding from Florence… https://t.co/NYJoajranC",91,@CNN
0.0,Sat Sep 15 16:41:03 +0000 2018,0.0,1.0,0.0,"Why on Earth would a company offer insurance for space travel?
https://t.co/qI1G8pdlvL https://t.co/HtfIlK1bTv",92,@CNN
-0.3818,Sat Sep 15 16:28:03 +0000 2018,0.12,0.88,0.0,The boxer Floyd Mayweather said a rematch of his famed 2015 fight with Manny Pacquiao will take place this year… https://t.co/OXmhr44vyN,93,@CNN
0.0772,Sat Sep 15 16:19:51 +0000 2018,0.0,0.933,0.067,"We're live in Rocky Point, North Carolina. The County is under a mandatory evacuation order because of Tropical Sto… https://t.co/A04ng1EggE",94,@CNN
0.0,Sat Sep 15 16:14:18 +0000 2018,0.0,1.0,0.0,Meet the iPhone XS and the iPhone XS Max https://t.co/hNE0iyuUGc https://t.co/2WCv33vUGc,95,@CNN
-0.3818,Sat Sep 15 16:02:06 +0000 2018,0.126,0.874,0.0,Cell phone users may receive a text from President Donald Trump next Thursday as the Federal Emergency Management A… https://t.co/T1bpZi55bz,96,@CNN
0.0,Sat Sep 15 15:52:07 +0000 2018,0.0,1.0,0.0,What's the difference between a typhoon and a hurricane? @chadmyerscnn explains: it's all about location… https://t.co/wRbhGhqx3w,97,@CNN
0.4019,Sat Sep 15 15:41:06 +0000 2018,0.0,0.816,0.184,Here's how to help people impacted by Hurricane Florence | via @CNNImpact https://t.co/a6BauTMzYe https://t.co/FDXI2rY4mt,98,@CNN
0.0,Sat Sep 15 15:30:07 +0000 2018,0.0,1.0,0.0,Former Vice President Joe Biden will headline a major LGBTQ dinner tonight as he considers a 2020 run… https://t.co/ABrHtuptht,99,@CNN
0.0,Sun Sep 16 18:00:01 +0000 2018,0.0,1.0,0.0,"FEMA director says there's 'difference between direct deaths and indirect deaths' in Puerto Rico, following Trump r… https://t.co/ofQjWJVv0c",0,@FoxNews
0.4215,Sun Sep 16 17:53:25 +0000 2018,0.0,0.843,0.157,.@NC_Governor: “More than 900 lives have been saved by first responders rescuing survivors from floodwaters.”… https://t.co/i31cwADtz2,1,@FoxNews
0.0258,Sun Sep 16 17:49:54 +0000 2018,0.0,0.932,0.068,.@NC_Governor: “We are working now and doing everything we can to prevent more deaths.” https://t.co/6s0pmLfqVU https://t.co/4Xl8daPbof,2,@FoxNews
-0.34,Sun Sep 16 17:48:25 +0000 2018,0.139,0.783,0.078,.@NC_Governor Roy Cooper: “We were able to get into the air and see significant damage in eastern North Carolina.”… https://t.co/7F8EV8VYaa,3,@FoxNews
0.5719,Sun Sep 16 17:46:32 +0000 2018,0.0,0.844,0.156,"RT @EricShawnTV: Who wins: #Trump vs. #Biden? The former @VP is taking on @POTUS @realDonaldTrump, branding him a ""bully."" Is #JoeBiden run…",4,@FoxNews
-0.4404,Sun Sep 16 17:45:00 +0000 2018,0.195,0.805,0.0,"Florence is going to be 'a long, frustrating recovery,' FEMA director says https://t.co/Y513FW08a1",5,@FoxNews
-0.4404,Sun Sep 16 17:37:15 +0000 2018,0.195,0.805,0.0,"Kavanaugh confirmation process has been 'an intergalactic freak show,' Sen. Kennedy says https://t.co/lELpYzphOn",6,@FoxNews
-0.5267,Sun Sep 16 17:35:00 +0000 2018,0.306,0.694,0.0,Women who dressed as nuns during bank robbery sentenced to prison https://t.co/6OGGXpoSHU,7,@FoxNews
0.0,Sun Sep 16 17:25:00 +0000 2018,0.0,1.0,0.0,Sen. John N. Kennedy: Kavanaugh Hearings Devolved Into 'Intergalactic Freakshow' https://t.co/3RUFEvcMTM,8,@FoxNews
0.0,Sun Sep 16 17:19:03 +0000 2018,0.0,1.0,0.0,"Schiff: 'Bob Mueller Is the One Draining the Swamp', Trump 'Terrified' of Manafort https://t.co/FXqxZfOSN1",9,@FoxNews
-0.8658,Sun Sep 16 17:15:00 +0000 2018,0.469,0.531,0.0,"Teen accused of killing classmate was ‘smiling and laughing’ during attack, reports say https://t.co/oJVXiPtJio",10,@FoxNews
-0.4215,Sun Sep 16 17:07:39 +0000 2018,0.149,0.851,0.0,"A downed tree uprooted by Hurricane Florence lies next to homes in New Bern, North Carolina. https://t.co/6s0pmLfqVU https://t.co/FWbY0KqiiV",11,@FoxNews
0.5859,Sun Sep 16 17:00:00 +0000 2018,0.0,0.678,0.322,OPINION: Kimberley Strassel: How Republicans could still win https://t.co/K9r7kWxzC2,12,@FoxNews
-0.5719,Sun Sep 16 16:49:07 +0000 2018,0.236,0.764,0.0,Ryanair passenger catches baggage handler on camera opening suitcase and stealing speaker https://t.co/OyVey8ehiA,13,@FoxNews
0.0,Sun Sep 16 16:39:15 +0000 2018,0.0,1.0,0.0,"Roger Hedgepeth and his dog Bodie are helped by members of the U.S. Coast Guard in Lumberton, North Carolina, follo… https://t.co/l05LfYQkal",14,@FoxNews
0.0,Sun Sep 16 16:30:00 +0000 2018,0.0,1.0,0.0,.@GovMikeHuckabee: Kerry Talking to Iranians 'Makes the Case' for First-Ever Logan Act Conviction https://t.co/yBjxvCp2h7,15,@FoxNews
0.0,Sun Sep 16 16:15:00 +0000 2018,0.0,1.0,0.0,Serena Williams insists she did not receive coaching in interview addressing US Open final https://t.co/a0YxPmkmbZ,16,@FoxNews
0.4939,Sun Sep 16 16:10:00 +0000 2018,0.0,0.833,0.167,"Ocasio-Cortez: 'Medicare for all' would save 'very large amount of money,' despite studies showing $30T cost https://t.co/6grsF8sJZL",17,@FoxNews
0.0,Sun Sep 16 16:05:15 +0000 2018,0.0,1.0,0.0,North Carolina Governor Roy Cooper holds a briefing on Florence.  https://t.co/sxtiPrw4lX,18,@FoxNews
0.0,Sun Sep 16 16:05:00 +0000 2018,0.0,1.0,0.0,.@adrienneelrod: “We should be delaying this nomination until we get more information that comes out.” #MediaBuzz… https://t.co/JMlGoec2uL,19,@FoxNews
0.3818,Sun Sep 16 16:00:00 +0000 2018,0.146,0.625,0.229,".@RepRatcliffe: “I think under really difficult circumstances, FEMA has done a really great job.”… https://t.co/nKojccELPS",20,@FoxNews
0.296,Sun Sep 16 15:45:00 +0000 2018,0.0,0.694,0.306,.@Franklin_Graham shares message after Florence https://t.co/vyvMTBaCh7,21,@FoxNews
0.0,Sun Sep 16 15:35:00 +0000 2018,0.0,1.0,0.0,.@DevinNunes: “I think full transparency is in order here.” #SundayFutures @MariaBartiromo https://t.co/RmjFNRysWN,22,@FoxNews
0.5859,Sun Sep 16 15:30:00 +0000 2018,0.0,0.774,0.226,".@DevinNunes: “Well, I think ultimately we’re going to win this trade war.” #SundayFutures @MariaBartiromo… https://t.co/xpAKTSyrdk",23,@FoxNews
-0.0258,Sun Sep 16 15:15:01 +0000 2018,0.144,0.718,0.138,"Former Trump campaign chairman Paul Manafort pleads guilty, will cooperate with Special Counsel Robert Mueller… https://t.co/4POqNuPVOb",24,@FoxNews
0.0,Sun Sep 16 15:02:28 +0000 2018,0.0,1.0,0.0,.@JoeLieberman on John Kerry’s talks with Iran https://t.co/wYFbX5KtQM #SundayFutures @MariaBartiromo https://t.co/sVslkyHOCP,25,@FoxNews
-0.7783,Sun Sep 16 15:00:00 +0000 2018,0.459,0.541,0.0,Gunmen disguised as mariachi musicians kill 5 in Mexico City https://t.co/RjkbQEpSUZ,26,@FoxNews
0.2732,Sun Sep 16 14:42:38 +0000 2018,0.135,0.657,0.208,"Members of Nebraska Task Force 1 urban search and rescue team help Korean war veteran Roman Wiggs, 87, out of his w… https://t.co/syQmuKcXW9",27,@FoxNews
-0.8442,Sun Sep 16 14:34:24 +0000 2018,0.403,0.597,0.0,Florence downgrades to tropical depression after killing at least 12 people https://t.co/6s0pmLfqVU #SundayFutures… https://t.co/Cm2YZmjLtk,28,@FoxNews
0.4019,Sun Sep 16 14:30:00 +0000 2018,0.0,0.847,0.153,"TONIGHT: Fox News Channel presents a special “Town Hall America with @HARRISFAULKNER,” focusing on hot-button issue… https://t.co/meWZJLUgdi",29,@FoxNews
0.4019,Sun Sep 16 14:15:00 +0000 2018,0.0,0.838,0.162,.@GovMikeHuckabee: “I think Mike Pompeo was smart to call him out on it.” https://t.co/wYFbX5KtQM https://t.co/rL9g4AYfvN,30,@FoxNews
0.0,Sun Sep 16 14:10:08 +0000 2018,0.0,1.0,0.0,.@edhenry is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cOwWrrtGVp,31,@FoxNews
0.0,Sun Sep 16 14:09:38 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsResearch: 𝐔.𝐒. 𝐒𝐩𝐞𝐜𝐢𝐚𝐥 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬
-budget &amp; spending
•1988: $2.1 billion
•1993: $2.9 billion
•1998: $3.5 billion
•2003: $6.7 bil…",32,@FoxNews
0.0,Sun Sep 16 13:57:12 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: .@SenThomTillis says people need to “heed the warnings” #FlorenceHurricane2018 https://t.co/tAr0wr4mtq,33,@FoxNews
0.5367,Sun Sep 16 13:53:47 +0000 2018,0.0,0.822,0.178,"RT @FoxNewsSunday: On #KavanaughConfirmation @SenJohnKennedy tells Chris: 
""So far it’s pretty much been an intergalactic freakshow” https:…",34,@FoxNews
-0.765,Sun Sep 16 13:50:00 +0000 2018,0.375,0.625,0.0,40 people feared trapped in Philippines as Typhoon Mangkhut pummels southern China https://t.co/pW7jJyjzNo,35,@FoxNews
0.0,Sun Sep 16 13:41:34 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: .@SenJohnKennedy on #KavanaughConfirmationHearings : “Let’s go vote.”,36,@FoxNews
0.0,Sun Sep 16 13:41:19 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: .@SenJohnKennedy tells Chris he thinks every Republican will vote for #Kavanaugh and at least two Democrats. #KavanaughC…,37,@FoxNews
-0.2023,Sun Sep 16 13:41:07 +0000 2018,0.098,0.841,0.061,"RT @FoxNewsSunday: Asked if he disputes the number of 3,000 hurricane related deaths in Puerto Rico, @Fema Administrator @FEMA_Brock tells…",38,@FoxNews
0.4767,Sun Sep 16 13:40:47 +0000 2018,0.0,0.846,0.154,RT @FoxNewsSunday: On Government response to #FlorenceHurricane2018 @SenThomTillis tells Chris: I’m proud of what they’ve done…I think Nort…,39,@FoxNews
0.0,Sun Sep 16 13:40:30 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: On looting in North Carolina during #FlorenceHurricane2018 @SenThomTillis tells Chris: We’ve had one report in Wilmingto…,40,@FoxNews
0.0,Sun Sep 16 13:35:00 +0000 2018,0.0,1.0,0.0,Ed Davis on Boston-area gas explosions https://t.co/8uMHjMmxA8 https://t.co/0kPX5s4LMB,41,@FoxNews
-0.2732,Sun Sep 16 13:24:00 +0000 2018,0.16,0.84,0.0,"Florence aftermath: 'Catastrophic, life-threatening' flooding risk as storm shatters rainfall records https://t.co/2MuhGXgcLy",42,@FoxNews
-0.4939,Sun Sep 16 13:11:00 +0000 2018,0.172,0.742,0.086,".@RepPeteKing: “She did everything she possibly could to alert the state and the nation to MS-13, how evil it is.""… https://t.co/DBRNd3NaX4",43,@FoxNews
0.0,Sun Sep 16 13:06:43 +0000 2018,0.0,1.0,0.0,RT @FoxNewsSunday: .@Fema Administrator @FEMA_Brock tells Chris: We’ve still got several days to go…we’re also anticipating a lot of damage…,44,@FoxNews
0.0,Sun Sep 16 13:03:00 +0000 2018,0.0,1.0,0.0,Ted Williams: “What we need are leaders in our communities to go about the community revering and uplifting police… https://t.co/4uEwYvNjOk,45,@FoxNews
0.2023,Sun Sep 16 12:45:00 +0000 2018,0.087,0.795,0.117,Ted Williams: “There is a lack of respect for these men and women who serve us on a daily basis and try to protect… https://t.co/w1X3fcBMi7,46,@FoxNews
-0.8779,Sun Sep 16 12:39:45 +0000 2018,0.283,0.717,0.0,"RT @EricShawnTV: Why is #JohnKerry meeting with Iran? He says it's on the up and up. Iran: #1 state sponsor of terrorism, killed U.S. troop…",47,@FoxNews
-0.7269,Sun Sep 16 12:30:00 +0000 2018,0.337,0.663,0.0,Police arrest 5 in North Carolina as looters begin to capitalize on Florence chaos https://t.co/PFj9tqZGmV,48,@FoxNews
0.0,Sun Sep 16 12:10:00 +0000 2018,0.0,1.0,0.0,.@RochelleRitchie on 65 women defending Kavanaugh amid allegations https://t.co/NwhoK5Ib1d https://t.co/uzrCqzQRvi,49,@FoxNews
0.0,Sun Sep 16 12:00:00 +0000 2018,0.0,1.0,0.0,Carrie Severino on 65 women defending Kavanaugh amid allegations https://t.co/NwhoK5Ib1d https://t.co/94AheKLUnC,50,@FoxNews
-0.9001,Sun Sep 16 11:50:00 +0000 2018,0.632,0.368,0.0,"Florence weakens to tropical depression, but flooding threat remains severe https://t.co/SApRLcUOTb",51,@FoxNews
0.0191,Sun Sep 16 11:43:00 +0000 2018,0.077,0.842,0.081,TODAY: Don't miss an exclusive interview with @SenJohnKennedy on @FoxNewsSunday. Check your local listings and tune… https://t.co/U7AeAY4j47,52,@FoxNews
0.2732,Sun Sep 16 11:36:34 +0000 2018,0.14,0.645,0.215,"Members of the Nebraska Task Force 1 urban search and rescue team help Korean war veteran Roman Wiggs, 87, to a bus… https://t.co/LpB8HeoWg3",53,@FoxNews
0.0,Sun Sep 16 11:25:00 +0000 2018,0.0,1.0,0.0,Local pizza shop stays open to feed people https://t.co/6s0pmLfqVU https://t.co/97LfA5df4d,54,@FoxNews
0.0,Sun Sep 16 11:15:00 +0000 2018,0.0,1.0,0.0,"Teen fires arrow at cougar, saving life of her 6-year-old brother https://t.co/JK3JdXNIql",55,@FoxNews
0.0,Sun Sep 16 11:02:00 +0000 2018,0.0,1.0,0.0,.@rickreichmuth gives an update on Florence https://t.co/6s0pmKXPxk https://t.co/3WA3Gg1SOJ,56,@FoxNews
0.4019,Sun Sep 16 10:55:00 +0000 2018,0.0,0.828,0.172,Lisa Page testimony: Collusion still unproven by time of Mueller's special counsel appointment https://t.co/ZqW2wNiNvT,57,@FoxNews
0.4019,Sun Sep 16 10:34:57 +0000 2018,0.0,0.816,0.184,Michigan high school seniors sport costumes for hilarious ID photos (via @JaninePuhak) https://t.co/ZCcP2QcSfp,58,@FoxNews
0.0,Sun Sep 16 10:00:00 +0000 2018,0.0,1.0,0.0,"Boy brings cocaine-filled balloons to school, sending 13 kids to hospital, authorities say https://t.co/OIuNRp5Yn6",59,@FoxNews
0.0,Sun Sep 16 09:50:00 +0000 2018,0.0,1.0,0.0,"NFL's Green Bay Packers need to revamp ticket policy for infants, new mom says https://t.co/jIj4r1EG50",60,@FoxNews
-0.3818,Sun Sep 16 09:40:00 +0000 2018,0.14,0.86,0.0,"On Saturday, President @realDonaldTrump and @VP Mike Pence received an emergency preparedness update on the impact… https://t.co/vVOUvC2ytS",61,@FoxNews
0.0,Sun Sep 16 09:30:00 +0000 2018,0.0,1.0,0.0,Flash floods barreled through Imelda village in Baguio City in the Philippines as a result of Typhoon Mangkhut on S… https://t.co/zoqTxukx3t,62,@FoxNews
0.296,Sun Sep 16 09:20:00 +0000 2018,0.0,0.864,0.136,"Test messages for federal alert systems to be sent to cellphones Thursday, FEMA says https://t.co/tGgPEzw46e",63,@FoxNews
-0.2732,Sun Sep 16 09:10:00 +0000 2018,0.174,0.826,0.0,"Lawyer with Obama, Clinton ties may face federal charges: report https://t.co/eRD3FwpDKM",64,@FoxNews
-0.5719,Sun Sep 16 09:06:56 +0000 2018,0.346,0.654,0.0,Florence's path: Track the tropical depression here https://t.co/w7u1Z3c3ZA,65,@FoxNews
-0.0516,Sun Sep 16 09:00:00 +0000 2018,0.133,0.745,0.122,".@SecPompeo blasted his Obama-era predecessor @JohnKerry on Friday for ""actively undermining"" U.S. policy on Iran… https://t.co/70vFifMs70",66,@FoxNews
0.0258,Sun Sep 16 08:50:00 +0000 2018,0.115,0.766,0.119,"A man and his kitten ""Survivor"" are rescued from floodwaters after Florence dumped several inches of rain in the ar… https://t.co/e1wEmeDtFA",67,@FoxNews
0.8481,Sun Sep 16 08:40:00 +0000 2018,0.0,0.62,0.38,"Maggie, a brave 14-year-old Maltese, boldly faced the strong winds of Florence from her balcony, which overlooks th… https://t.co/bOfx9SItls",68,@FoxNews
0.0,Sun Sep 16 08:30:00 +0000 2018,0.0,1.0,0.0,"An alligator in Myrtle Beach, South Carolina, strolled across the street while Florence made landfall on Friday.… https://t.co/jYQ8KOovEg",69,@FoxNews
0.0,Sun Sep 16 08:20:00 +0000 2018,0.0,1.0,0.0,"DiGenova on New Strzok-Page Texts: 'Walls Are Closing In' on DOJ, FBI Officials https://t.co/Ej7IosRghV",70,@FoxNews
0.0,Sun Sep 16 08:10:00 +0000 2018,0.0,1.0,0.0,"Former Secretary of State John Kerry ripped President Donald Trump during an interview Friday night with ""Real Time… https://t.co/EGUf6XWuxz",71,@FoxNews
-0.5267,Sun Sep 16 08:00:00 +0000 2018,0.306,0.694,0.0,".@jonvoight: ""There are no statesmen, no statesmen, in the Democratic world."" https://t.co/riQd5NU1hI",72,@FoxNews
