Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.0,Sun Sep 16 07:50:00 +0000 2018,0.0,1.0,0.0,"Many displaced by Boston-area gas explosions may return home Sunday, governor says https://t.co/8uMHjM4Wby",73,@FoxNews
0.0,Sun Sep 16 07:40:00 +0000 2018,0.0,1.0,0.0,Dalai Lama says 'Europe belongs to Europeans' and refugees should ultimately go back home https://t.co/IazIklcSWL,74,@FoxNews
0.5994,Sun Sep 16 07:30:00 +0000 2018,0.0,0.642,0.358,".@jonvoight: ""Patriotism brings you many beautiful friends."" https://t.co/d409PG46jN",75,@FoxNews
-0.8271,Sun Sep 16 07:20:00 +0000 2018,0.339,0.661,0.0,The devastating floods from Tropical Storm Florence are bringing a new danger to the Carolinas — displaced snakes.… https://t.co/YvgyXZOfwr,76,@FoxNews
0.0,Sun Sep 16 07:10:00 +0000 2018,0.0,1.0,0.0,"On @foxandfriends, @dbongino slammed John Kerry for having multiple meetings with Iranian officials behind the back… https://t.co/IDLFLgoWM0",77,@FoxNews
0.1779,Sun Sep 16 07:00:00 +0000 2018,0.084,0.803,0.112,".@jonvoight: ""I know that we have to keep focus and keep battling for what is true. And things will change, because… https://t.co/xAPUOBBtqI",78,@FoxNews
0.0,Sun Sep 16 06:50:26 +0000 2018,0.0,1.0,0.0,"“This is absolutely AMAZING!” Donations from around the country poured in for an animal shelter in Greenville, Sout… https://t.co/xt3J9eVxLH",79,@FoxNews
0.2263,Sun Sep 16 06:40:40 +0000 2018,0.094,0.776,0.131,"Survivors and their health care providers took part in a reunion event for the victims of the October 1, 2017 mass… https://t.co/t7NmF6bGee",80,@FoxNews
0.8934,Sun Sep 16 06:30:00 +0000 2018,0.0,0.599,0.401,".@jonvoight: ""There's wonderful things happening every day thanks in great part to this president that we have, who… https://t.co/v0Hu1webqw",81,@FoxNews
-0.6705,Sun Sep 16 06:20:00 +0000 2018,0.209,0.791,0.0,Firefighters knelt and prayed outside of a North Carolina home where a mother and child were killed during Florence… https://t.co/bLgtRsRlXg,82,@FoxNews
0.8625,Sun Sep 16 06:10:00 +0000 2018,0.0,0.575,0.425,"On ""Life, Liberty &amp; Levin,"" @jonvoight credited President @realDonaldTrump for ""wonderful things happening every da… https://t.co/Zud29kmRI2",83,@FoxNews
0.6808,Sun Sep 16 06:00:00 +0000 2018,0.0,0.763,0.237,Officers from the Myrtle Beach Police Department were able to gather and safely secure a flock of escaped ducks tha… https://t.co/xOWzxnva7d,84,@FoxNews
0.3252,Sun Sep 16 05:50:00 +0000 2018,0.0,0.825,0.175,.@dbongino: “How is John Kerry not guilty of a Logan Act violation?” https://t.co/iZOj0wL0Bm,85,@FoxNews
-0.0516,Sun Sep 16 05:40:00 +0000 2018,0.212,0.593,0.195,Retired admiral who criticized Trump leaves Pentagon board https://t.co/vKxROdjl0D,86,@FoxNews
0.0516,Sun Sep 16 05:30:00 +0000 2018,0.114,0.72,0.165,"""You needed somebody who was a doer. Somebody who solved problems, who got up in the morning to solve problems.""… https://t.co/9QP7xuB40O",87,@FoxNews
0.0,Sun Sep 16 05:20:00 +0000 2018,0.0,1.0,0.0,.@SecPompeo: “What Secretary Kerry has done is unseemly and unprecedented.” https://t.co/7OY9AxtHec https://t.co/PwppfEBSrM,88,@FoxNews
0.5859,Sun Sep 16 05:10:00 +0000 2018,0.0,0.743,0.257,"Cuomo, after election win, dismisses socialist wave as 'not even a ripple' https://t.co/Ti3Ovrw00Z",89,@FoxNews
0.2732,Sun Sep 16 05:00:00 +0000 2018,0.0,0.9,0.1,".@jonvoight on what made him become a Trump supporter: ""He was self-funding and that meant that he wouldn't have an… https://t.co/KqhY28uxi2",90,@FoxNews
-0.5994,Sun Sep 16 04:50:00 +0000 2018,0.328,0.672,0.0,Typhoon Mangkhut death toll climbs in Philippines https://t.co/vefmRXACYn https://t.co/eI1uyK9hEN,91,@FoxNews
0.0,Sun Sep 16 04:40:00 +0000 2018,0.0,1.0,0.0,"Richard Neal: “What we wanted to do when we put it up there is say nothing more than, ‘this is America, we are prou… https://t.co/puxl2FFTEZ",92,@FoxNews
0.0,Sun Sep 16 04:30:00 +0000 2018,0.0,1.0,0.0,".@jonvoight: ""When you look at...John Kennedy's inaugural address— his inaugural address would be deemed today by t… https://t.co/xSSf835QkL",93,@FoxNews
-0.2023,Sun Sep 16 04:20:00 +0000 2018,0.091,0.909,0.0,"Last week, controversial documentary filmmaker Michael Moore doubled down on his claim that Donald J. Trump could b… https://t.co/tAnIt8eXGs",94,@FoxNews
0.0,Sun Sep 16 04:01:00 +0000 2018,0.0,1.0,0.0,".@jonvoight on President @realDonaldTrump: ""He's actually doing what he said he would do."" https://t.co/RxJBSBLti0",95,@FoxNews
-0.7579,Sun Sep 16 03:46:00 +0000 2018,0.333,0.667,0.0,'Bachelor' star Amanda Stanton allegedly 'swung' phone at  boyfriend prior to domestic violence arrest https://t.co/di8PWCiDpD,96,@FoxNews
0.0,Sun Sep 16 03:35:00 +0000 2018,0.0,1.0,0.0,Princess Eugenie’s wedding dress code reportedly stricter than Meghan Markle’s https://t.co/WjvWHo43ur,97,@FoxNews
0.4939,Sun Sep 16 03:05:36 +0000 2018,0.0,0.758,0.242,Franklin Graham: Weathering Hurricane Florence – there is strength in togetherness https://t.co/Gwq8s3Pa68,98,@FoxNews
0.4019,Sun Sep 16 02:54:51 +0000 2018,0.0,0.838,0.162,Family of Elizabeth Smart kidnapper says they won't take in felon when she's released https://t.co/v5QTyAbqoH,99,@FoxNews
0.2732,Sun Sep 16 17:55:04 +0000 2018,0.077,0.806,0.117,"RT @NYTmag: First, Vanessa Prager made a painting of Maya Rudolph. 
Then parts of the painting were cut out (the face, a hand, a leg) for t…",0,@NYTimes
-0.2732,Sun Sep 16 17:41:28 +0000 2018,0.123,0.877,0.0,A new study of finds a correlation between eating full-fat dairy and a reduced risk of cardiovascular disease https://t.co/DU9Mo7QKFy,1,@NYTimes
0.0,Sun Sep 16 17:22:04 +0000 2018,0.106,0.787,0.106,"There has been another huge misinformation campaign online before an election, this time in Macedonia, and the U.S.… https://t.co/djkgdmGPe6",2,@NYTimes
-0.802,Sun Sep 16 17:10:05 +0000 2018,0.298,0.702,0.0,"After a series of explosions and fires that killed one and injured more than 20, Massachusetts authorities say thou… https://t.co/afhdyMGPpZ",3,@NYTimes
-0.4215,Sun Sep 16 16:55:06 +0000 2018,0.128,0.872,0.0,"2 hours, 1 minute, 39 seconds: Eliud Kipchoge of Kenya broke the world record for the marathon by more than a minute https://t.co/hLIKLzbaNS",4,@NYTimes
0.0772,Sun Sep 16 16:40:03 +0000 2018,0.135,0.718,0.147,"What involves a headless goat, galloping horses and some very brave athletes? ""This is the most dangerous game in t… https://t.co/Q7SGCCU8Os",5,@NYTimes
0.0,Sun Sep 16 16:25:06 +0000 2018,0.0,1.0,0.0,"In Opinion

Geoffrey Wawro writes, ""Through what Senator [Henry Cabot] Lodge called the 'unguarded gates of America… https://t.co/eCHe8YNXee",6,@NYTimes
0.0772,Sun Sep 16 16:10:06 +0000 2018,0.0,0.936,0.064,Molly Kelly fended off a challenge from the left this week to become the Democratic nominee for New Hampshire's gov… https://t.co/SSYinyRJ2q,7,@NYTimes
-0.7506,Sun Sep 16 15:55:03 +0000 2018,0.299,0.701,0.0,"Rwanda releases opposition leader Victoire Ingabire Umuhoza from prison, 8 years after she was arrested following h… https://t.co/If4d7zrUYM",8,@NYTimes
0.0,Sun Sep 16 15:48:48 +0000 2018,0.0,1.0,0.0,"RT @UpshotNYT: We're polling in a key South Florida district right now. Carlos Curbelo, the Republican incumbent, has tried to distance him…",9,@NYTimes
-0.4939,Sun Sep 16 15:40:05 +0000 2018,0.203,0.69,0.108,"Even if Typhoon Mangkhut didn’t kill thousands like Typhoon Haiyan did, villages in the Philippines face widespread… https://t.co/LIttaN9Lyx",10,@NYTimes
0.7717,Sun Sep 16 15:24:02 +0000 2018,0.07,0.627,0.303,“God Friended Me” is the latest in a line of shows about reluctant heroes who help people at the behest of a higher… https://t.co/ZBemeG9OGk,11,@NYTimes
-0.4215,Sun Sep 16 15:08:38 +0000 2018,0.141,0.859,0.0,Dozens are buried after a landslide in the Philippines crushed a church and a miners' dormitory where people were s… https://t.co/hBBUcBb40d,12,@NYTimes
0.4939,Sun Sep 16 14:53:50 +0000 2018,0.0,0.862,0.138,"For unions, the fall election provides a test of political strength after years of decline, and of the power of eco… https://t.co/0o4EflBBbb",13,@NYTimes
-0.8225,Sun Sep 16 14:35:02 +0000 2018,0.286,0.714,0.0,A border patrol agent was arrested in connection with killings of 4 women in Texas. “We consider this man to be a s… https://t.co/xWd29RVv6r,14,@NYTimes
-0.5574,Sun Sep 16 14:20:06 +0000 2018,0.204,0.796,0.0,"Unlike those in the path of Hurricane Florence, those in Lawrence, Mass., had no warning when scores of explosions… https://t.co/Q2vuoDC8aH",15,@NYTimes
0.3818,Sun Sep 16 14:04:34 +0000 2018,0.0,0.88,0.12,"“She never ever said, ‘Why is this happening to me?’ She always wanted to protect other people"": Evelyn Rodriguez,… https://t.co/8Gba7yN4GM",16,@NYTimes
-0.8402,Sun Sep 16 13:46:13 +0000 2018,0.308,0.692,0.0,Breaking News: At least 14 people are dead and rivers are rising fast as Tropical Depression Florence continues to… https://t.co/v8qmZ4y94N,17,@NYTimes
0.1779,Sun Sep 16 13:41:12 +0000 2018,0.145,0.643,0.213,"Shannon Purser became a fan favorite after her ""Stranger Things"" character died. But that untimely exit was just th… https://t.co/XcOYoggvQE",18,@NYTimes
-0.3818,Sun Sep 16 13:23:19 +0000 2018,0.154,0.752,0.094,"10 years after the financial crisis, getting ahead by going to work every day seems quaint, like using the phone bo… https://t.co/nV29I85Jpn",19,@NYTimes
-0.8225,Sun Sep 16 13:07:10 +0000 2018,0.458,0.542,0.0,Tropical Depression Florence Updates: Rivers Swell as Death Toll Rises https://t.co/6jfBtxEC6W,20,@NYTimes
0.4939,Sun Sep 16 13:00:12 +0000 2018,0.0,0.814,0.186,Maple syrup gives an autumnal feel and subtler sweetness to traditionally sugary monkey bread… https://t.co/qzJi0IUh5X,21,@NYTimes
0.0,Sun Sep 16 12:30:08 +0000 2018,0.0,1.0,0.0,The racial profiling of black people by white officers put new phrases in the American vocabulary — driving while b… https://t.co/f41hzNF0Zg,22,@NYTimes
0.25,Sun Sep 16 12:25:16 +0000 2018,0.0,0.8,0.2,A Boy Named Chance in a Land Without Heart Surgeons https://t.co/pkjkbyRmks,23,@NYTimes
-0.4588,Sun Sep 16 12:09:24 +0000 2018,0.25,0.75,0.0,Trilobites: Watch Plants Light Up When They Get Attacked https://t.co/BRCEZKGnmP,24,@NYTimes
0.7003,Sun Sep 16 12:00:11 +0000 2018,0.0,0.746,0.254,Self-inflicted wounds have helped push President Trump’s approval ratings below 40% and the fortunes of his party d… https://t.co/Yp64RMe0Ys,25,@NYTimes
-0.6249,Sun Sep 16 11:30:02 +0000 2018,0.17,0.83,0.0,The global financial crisis is fading into history. But the roots of the next one might already be taking hold. https://t.co/tdANOKZYBL,26,@NYTimes
0.508,Sun Sep 16 11:00:04 +0000 2018,0.0,0.752,0.248,Defense secretary Jim Mattis has been careful to not criticize Trump outright. Pentagon officials said Mattis had b… https://t.co/o5REG5JrHv,27,@NYTimes
0.2732,Sun Sep 16 10:39:18 +0000 2018,0.0,0.792,0.208,‘BoJack Horseman’ Creator Talks About Hollywood and Forgiveness https://t.co/4OwKKR7k4X,28,@NYTimes
0.0,Sun Sep 16 10:30:05 +0000 2018,0.0,1.0,0.0,How a Ukrainian hairdresser became a front for Paul Manafort https://t.co/BNEhuo95HQ https://t.co/wOJmzBUfiO,29,@NYTimes
-0.5106,Sun Sep 16 10:00:07 +0000 2018,0.148,0.852,0.0,"Boris Johnson, master at sparking outrage and then asking what all the fuss is about, draws attention and undermine… https://t.co/YDdwL7rzzp",30,@NYTimes
0.34,Sun Sep 16 09:36:59 +0000 2018,0.065,0.772,0.163,"If you want to help those affected by Typhoon Mangkhut, we offer some guidance, and a list of a few of the organiza… https://t.co/rWosAbSfT5",31,@NYTimes
0.0,Sun Sep 16 09:28:03 +0000 2018,0.0,1.0,0.0,"Authorities in the Philippines said that landslides had buried at least two buildings where people were sheltering,… https://t.co/u5ZGlwBehV",32,@NYTimes
0.4939,Sun Sep 16 09:16:53 +0000 2018,0.0,0.758,0.242,Book Entry: Review: Why Start-Ups Need a Regulatory Strategy to Succeed https://t.co/OkWoMnxw3z,33,@NYTimes
0.8176,Sun Sep 16 09:15:32 +0000 2018,0.0,0.679,0.321,Keegan Michael Key had a couple of goals after finishing his sketch comedy show: play an action hero and do Shakesp… https://t.co/LjoiXNDpjY,34,@NYTimes
-0.8074,Sun Sep 16 08:59:13 +0000 2018,0.289,0.711,0.0,"We interviewed hundreds of people during the financial crisis — many on their darkest days. Ten years later, we tra… https://t.co/ThJM3pjwWs",35,@NYTimes
-0.296,Sun Sep 16 08:42:15 +0000 2018,0.115,0.885,0.0,Starting a diet and exercise program around the beginning of their second trimesters helped many women avoid gainin… https://t.co/d3FJxuLV6O,36,@NYTimes
0.2382,Sun Sep 16 08:24:37 +0000 2018,0.051,0.857,0.092,"How generous is an ape? It's a hard question for scientists to tackle, but the answer could tell us a lot about our… https://t.co/JXb3olLZgE",37,@NYTimes
-0.4019,Sun Sep 16 08:07:36 +0000 2018,0.172,0.828,0.0,Pro tip: Don't only talk to the hotel manager when there is a problem https://t.co/732tWL1BBx,38,@NYTimes
-0.2023,Sun Sep 16 07:50:32 +0000 2018,0.149,0.851,0.0,"There's a mental bias for doing ""more"" in medicine. It's often unhelpful and expensive, yet hard to change. https://t.co/vpLdepABx1",39,@NYTimes
0.3612,Sun Sep 16 07:33:34 +0000 2018,0.0,0.848,0.152,Looking at the 2018-19 TV schedule is like flipping the dials on a time machine https://t.co/Hjw2awQgqB,40,@NYTimes
0.0,Sun Sep 16 07:16:36 +0000 2018,0.0,1.0,0.0,Fall need not only be about earth tones and neutrals. Here's some suggestions for clothes that break the rules abou… https://t.co/bLg0KBqnbM,41,@NYTimes
0.7003,Sun Sep 16 06:59:51 +0000 2018,0.0,0.655,0.345,Because you don't have to break the bank for a good wedding gift https://t.co/tq7bYuenab,42,@NYTimes
-0.6249,Sun Sep 16 06:43:14 +0000 2018,0.255,0.745,0.0,"10 years after the financial crisis, banks know how to resist change https://t.co/Kd1rVfEcmS",43,@NYTimes
-0.5859,Sun Sep 16 06:26:33 +0000 2018,0.274,0.582,0.144,The Freedom Trail in Mississippi is an indictment of the cruelty of racism and a commemoration of those who fought… https://t.co/ji8YEHeF81,44,@NYTimes
0.5574,Sun Sep 16 06:09:56 +0000 2018,0.0,0.854,0.146,"“At the end of the day, we’re trying to make people laugh, not change anyone’s mind,"" said Kaitlin Olson, who plays… https://t.co/mA9E2SFATj",45,@NYTimes
-0.34,Sun Sep 16 05:53:45 +0000 2018,0.118,0.882,0.0,The epicenter of last decade’s housing bust is flashing new warning signs — this time over affordable housing. Come… https://t.co/BEu4CfZ3ri,46,@NYTimes
0.4404,Sun Sep 16 05:36:22 +0000 2018,0.0,0.868,0.132,"In the process of getting your body in shape with tai chi, you're likely to improve your mental state https://t.co/KKkQePr2xI",47,@NYTimes
-0.5574,Sun Sep 16 05:19:01 +0000 2018,0.231,0.769,0.0,"What’s behind a recent rage for designer ruffles, calicos, gingham and high collars? https://t.co/I8BGknbDoB",48,@NYTimes
-0.6597,Sun Sep 16 05:10:57 +0000 2018,0.161,0.839,0.0,RT @S_Evangelina: Brody has terminal cancer and is not likely to live to see Christmas. His neighbors have come together to bring his favor…,49,@NYTimes
0.0,Sun Sep 16 05:02:41 +0000 2018,0.0,1.0,0.0,"Hong Kong is used to fierce storms, but as Typhoon Mangkhut began battering the city, this one felt different. The… https://t.co/sTOTcXuVr2",50,@NYTimes
0.0,Sun Sep 16 04:51:51 +0000 2018,0.0,1.0,0.0,Smartwatches that don't sacrifice form for function https://t.co/QShCJOt59V,51,@NYTimes
0.4939,Sun Sep 16 04:34:09 +0000 2018,0.0,0.842,0.158,Christine Lahti will be in the starring role she lobbied to land: portraying her friend Gloria Steinem https://t.co/DWIoEvHWkY,52,@NYTimes
0.4939,Sun Sep 16 04:17:51 +0000 2018,0.0,0.756,0.244,"A NASA satellite captured the intense rainfall of Typhoon Mangkhut, 2018’s strongest storm so far https://t.co/rzoIG4Q8p1",53,@NYTimes
0.0,Sun Sep 16 04:16:03 +0000 2018,0.0,1.0,0.0,Rihanna plans to broaden the fashion community while also disorienting it https://t.co/Zr6bmOycFV,54,@NYTimes
0.0,Sun Sep 16 04:14:27 +0000 2018,0.0,1.0,0.0,RT @NYtmay: Pelting rain in the narrow distance between buildings #TyphoonMangkhut #HongKong https://t.co/fMGn1xZFMz,55,@NYTimes
-0.7269,Sun Sep 16 03:59:04 +0000 2018,0.264,0.736,0.0,"Hurricane Florence continued to move inland at an ominously sluggish pace, fat with rain and threatening to deliver… https://t.co/06WekD8zpd",56,@NYTimes
-0.6705,Sun Sep 16 03:37:21 +0000 2018,0.244,0.756,0.0,"Typhoon Mangkhut was nearing Hong Kong and the southern coast of China, after cutting a destructive path through th… https://t.co/xra4QTiYeo",57,@NYTimes
0.0516,Sun Sep 16 03:33:02 +0000 2018,0.0,0.943,0.057,"Whether it's expressed as a delicate pastel or a garish punk hue, pink is here to stay — and this exhibit traces it… https://t.co/f6ovkgKItl",58,@NYTimes
0.0,Sun Sep 16 03:30:25 +0000 2018,0.0,1.0,0.0,RT @hkbeech: Floods in Abulug. #TyphoonManghkut #OmponghPH https://t.co/Wfs0mUaEwm,59,@NYTimes
0.4588,Sun Sep 16 03:14:08 +0000 2018,0.0,0.87,0.13,"Our 52 Places Traveler visits Prague: ""By the time I left, I felt grateful to have glimpsed a tiny slice of the cre… https://t.co/59IFXzOkHN",60,@NYTimes
0.0,Sun Sep 16 02:56:25 +0000 2018,0.0,1.0,0.0,Live Briefing: Typhoon Mangkhut: Deadly Storm Nears Hong Kong and China’s Coast https://t.co/5ysKFlS2AH,61,@NYTimes
-0.2899,Sun Sep 16 02:54:31 +0000 2018,0.142,0.772,0.086,"""I rarely talk about my abortion. My silence is not out of shame, but a lack of it."" https://t.co/rBjZM73AF1",62,@NYTimes
0.961,Sun Sep 16 02:37:19 +0000 2018,0.0,0.451,0.549,"RT @TimHerrera: I am so so so beyond thrilled to publish this beautiful, thoughtful, sincerely helpful guide to ~being better at parties~ f…",63,@NYTimes
0.8658,Sun Sep 16 02:19:38 +0000 2018,0.0,0.553,0.447,"These books for preschoolers are setting a new standard for delightfulness, cleverness and flat-out fun https://t.co/7Pv3e48p60",64,@NYTimes
0.0,Sun Sep 16 02:03:23 +0000 2018,0.0,1.0,0.0,Go-to recipes and what you should (and shouldn't) buy for your first place https://t.co/I3XRBZzfsW,65,@NYTimes
-0.5719,Sun Sep 16 01:45:47 +0000 2018,0.198,0.802,0.0,"""We’re quick to down slippery oysters, stinking cheese and hot dogs made of entrails unknown, but we shy from anyth… https://t.co/fk4Vg2KsxF",66,@NYTimes
-0.4215,Sun Sep 16 01:28:24 +0000 2018,0.189,0.811,0.0,Part of the considerable allure of Aran lies in what it lacks https://t.co/tGyYAO80aV,67,@NYTimes
0.5574,Sun Sep 16 01:11:43 +0000 2018,0.0,0.72,0.28,"The prospect of playing Freddie Mercury delighted Rami Malek but also kicked up qualms. ""Why would you want to alte… https://t.co/2hNP1VW9Ky",68,@NYTimes
-0.8271,Sun Sep 16 00:53:39 +0000 2018,0.35,0.65,0.0,"Recession stories tend to begin the same way: lost job, lost home, lost savings. How they end varies much more wide… https://t.co/KgCyQb92cJ",69,@NYTimes
-0.3182,Sun Sep 16 00:37:06 +0000 2018,0.217,0.628,0.155,"Evelyn Rodriguez, Mother of Girl Killed by MS-13, Remembered for Her Guts and Courage https://t.co/awdJ6AftPf",70,@NYTimes
0.3182,Sun Sep 16 00:27:27 +0000 2018,0.0,0.897,0.103,Andrew Zimmern's deep need to stay in motion is apparent whether you're a fan of his long-running travel show or on… https://t.co/vfkAOBA5RE,71,@NYTimes
0.0,Sun Sep 16 00:10:36 +0000 2018,0.0,1.0,0.0,Should we be getting so personal? https://t.co/drnob3FWwO,72,@NYTimes
0.0,Sat Sep 15 23:54:33 +0000 2018,0.0,1.0,0.0,California Had Its Own Climate Summit. Now What? https://t.co/wdPdx2kUey,73,@NYTimes
0.0,Sat Sep 15 23:52:18 +0000 2018,0.0,1.0,0.0,"Plunder my songbook, Bob Dylan said. So he did. https://t.co/ZkQ7qYH5Ah",74,@NYTimes
0.5965,Sat Sep 15 23:35:06 +0000 2018,0.0,0.711,0.289,So what's popular this school year? Everyone agrees: It’s '80s and '90s nostalgia. https://t.co/xHqZrA0Lob,75,@NYTimes
0.0,Sat Sep 15 23:17:51 +0000 2018,0.0,1.0,0.0,Piano Lessons in the Panopticon https://t.co/cSTc8eUFco,76,@NYTimes
0.0,Sat Sep 15 23:04:05 +0000 2018,0.0,1.0,0.0,"If You Hype It, Will They Come? https://t.co/evep0zrtmx",77,@NYTimes
-0.296,Sat Sep 15 22:50:37 +0000 2018,0.109,0.891,0.0,"""I understand why you’re worried about your girlfriend unraveling. But the person unraveling at the moment is you."" https://t.co/QA4nYatb7A",78,@NYTimes
-0.7096,Sat Sep 15 22:34:27 +0000 2018,0.371,0.629,0.0,"Border Patrol Agent Suspected in Murders of Four Women, Police Say https://t.co/v68TLMZm9a",79,@NYTimes
-0.0516,Sat Sep 15 22:24:40 +0000 2018,0.13,0.793,0.077,"When a flight is delayed or cancelled, you're typically at the mercy of the airline, but here's some tips on mitiga… https://t.co/fEvilgTdmJ",80,@NYTimes
0.0,Sat Sep 15 22:06:49 +0000 2018,0.0,1.0,0.0,7 roles. 14 actors. 2 languages. 1 stage. https://t.co/DevEUMZuvh,81,@NYTimes
0.0,Sat Sep 15 21:50:15 +0000 2018,0.0,1.0,0.0,Lens: Ruby Washington: A Quiet Trailblazer in Photojournalism https://t.co/RqXQWbX3yF,82,@NYTimes
0.5994,Sat Sep 15 21:43:59 +0000 2018,0.181,0.387,0.432,The Credit Crunch and the Great Recession (Wonkish) https://t.co/xkTr7ltIKD,83,@NYTimes
0.4767,Sat Sep 15 21:34:51 +0000 2018,0.094,0.717,0.188,“Black Panther” and “A Star Is Born” are likely to make the final cut for best picture https://t.co/HXUby0aFvi,84,@NYTimes
0.5993,Sat Sep 15 21:18:21 +0000 2018,0.0,0.843,0.157,"Conor McPherson has never spoken to Bob Dylan, but he got the OK to use any of his songs on stage https://t.co/b5nmRxGMZJ",85,@NYTimes
0.0,Sat Sep 15 21:00:14 +0000 2018,0.0,1.0,0.0,A one pot wonder roast https://t.co/QdUQMIUHWw https://t.co/UGnE4CNp4H,86,@NYTimes
0.7717,Sat Sep 15 20:50:06 +0000 2018,0.0,0.645,0.355,"Like every good musical story, their collaboration-turned-romance had its moment of truth: Would their work togethe… https://t.co/2ebcxSNH9f",87,@NYTimes
0.3182,Sat Sep 15 20:40:04 +0000 2018,0.0,0.892,0.108,Text messages. Skip the expensive TV ads. Embrace your personal history. Some of the progressive victors of the pri… https://t.co/Jw21pA2ODY,88,@NYTimes
0.4588,Sat Sep 15 20:30:04 +0000 2018,0.0,0.7,0.3,Are you smarter than a gifted elementary schooler? https://t.co/yp9ihAaNtD,89,@NYTimes
0.0,Sat Sep 15 20:20:06 +0000 2018,0.0,1.0,0.0,"RT @davidzucchino: Gas lines, Wilmington NC. One line for cars, one for people with gas cans. Two hour wait. https://t.co/X3A23sWerY",90,@NYTimes
0.0,Sat Sep 15 20:10:04 +0000 2018,0.0,1.0,0.0,"1 apartment in Trump Tower, 2 in SoHo, a brownstone in Brooklyn and a 10-bedroom house in the Hamptons: a look at w… https://t.co/ZiTT3rVc9Y",91,@NYTimes
0.5719,Sat Sep 15 20:00:17 +0000 2018,0.0,0.844,0.156,"The parents of a 2-year-old boy were told he had 2 months to live. So they decided to celebrate Christmas early, an… https://t.co/P1IWV1ddiV",92,@NYTimes
-0.5267,Sat Sep 15 19:52:04 +0000 2018,0.139,0.861,0.0,"RT @tylerpager: The Caulder family just returned to their home from a shelter to find a massive tree lying across their property in Coward,…",93,@NYTimes
0.7269,Sat Sep 15 19:45:06 +0000 2018,0.0,0.736,0.264,"This cake, at its best when warm, is full of dark molasses flavor and 3 kinds of ginger https://t.co/m2KXt1MsMC https://t.co/dVXpkXBRFK",94,@NYTimes
-0.6249,Sat Sep 15 19:30:08 +0000 2018,0.313,0.687,0.0,The 2008 financial crisis changed the world. Here's how. https://t.co/8Nur75Tj8Y,95,@NYTimes
0.0,Sat Sep 15 19:20:06 +0000 2018,0.0,1.0,0.0,Move over Usain Bolt. Running's superman is now Eliud Kipchoge. https://t.co/ZehVpbPqT5,96,@NYTimes
-0.25,Sat Sep 15 19:10:03 +0000 2018,0.13,0.87,0.0,"RT @nytopinion: My parents attended my N.Y.U. commencement ceremony on May 13, 2009, with a looming foreclosure and, for the first time sin…",97,@NYTimes
0.508,Sat Sep 15 19:00:06 +0000 2018,0.0,0.752,0.248,Defense secretary Jim Mattis has been careful to not criticize Trump outright. Pentagon officials said Mattis had b… https://t.co/okiqfJS9Eb,98,@NYTimes
-0.6486,Sat Sep 15 18:45:35 +0000 2018,0.177,0.823,0.0,"Florence, the storm that has left at least 6 dead and nearly a million people without power on the East Coast, cont… https://t.co/nsq9mKXC5r",99,@NYTimes
